 NUMBER     AGNF50_AGN
      J              E
                      
 654973  2.800000E-002
 655014  5.250000E-001
 655052  5.600000E-002
 655073  1.400000E-002
 655097  4.100000E-002
 655104  2.300000E-002
 655140  2.600000E-002
 655173  1.360000E-001
 655183  2.300000E-002
 655189  9.000000E-003
 655208  2.000000E-003
 655218           NULL
 655219  1.700000E-002
 655228  3.000000E-003
 655251  2.500000E-002
 655253  8.000000E-003
 655259  3.000000E-003
 655329  1.810000E-001
 655343  4.000000E-003
 655390  8.000000E-003
 655428           NULL
 655457  5.900000E-002
 655462  1.800000E-002
 655477  5.000000E-003
 655488  7.000000E-003
 655497  2.100000E-002
 655536  4.000000E-003
 655562  2.000000E-003
 655616  3.000000E-003
 655639  8.300000E-002
 655688  2.730000E-001
 655697  7.500000E-002
 655717  2.700000E-002
 655719  3.000000E-003
 655789  1.340000E-001
 655798  7.000000E-003
 655807  3.000000E-003
 655813  1.800000E-002
 655856  2.000000E-002
 655937  2.050000E-001
 656037  2.800000E-002
 656045  5.000000E-003
 656052  6.000000E-003
 656105           NULL
 656130  1.500000E-002
 656195  3.600000E-002
 656275           NULL
 656276  4.810000E-001
 656329  1.300000E-002
 656337  1.700000E-002
 656362  1.900000E-002
 656386  5.900000E-002
 656425  1.500000E-002
 656427  6.590000E-001
 656433  3.000000E-003
 656466  4.730000E-001
 656469  1.230000E-001
 656471  2.600000E-002
 656608  1.100000E-001
 656612  4.000000E-003
 656621           NULL
 656659  3.500000E-002
 656693  3.700000E-002
 656703  5.000000E-003
 656725  2.000000E-003
 656775  3.000000E-003
 656782  4.000000E-003
 656794  1.000000E-003
 656798  1.890000E-001
 656825  8.000000E-003
 656862  1.410000E-001
 656882  5.300000E-002
 656897  2.090000E-001
 656910  6.000000E-003
 656926           NULL
 656958  6.100000E-002
 657006  2.700000E-002
 657027           NULL
 657032  1.520000E-001
 657039  4.300000E-002
 657077  4.000000E-003
 657081  3.000000E-003
 657107  2.400000E-002
 657116  3.000000E-003
 657199  8.000000E-003
 657219  3.000000E-002
 657268  2.100000E-002
 657293  5.800000E-002
 657304  3.300000E-002
 657338  5.000000E-002
 657340  9.500000E-002
 657397           NULL
 657450  2.800000E-002
 657469  4.000000E-002
 657482  8.500000E-002
 657502  2.200000E-002
 657528  3.000000E-002
 657534  1.900000E-002
 657576  1.800000E-001
 657611  8.000000E-003
 657616  1.090000E-001
 657653  2.100000E-002
 657657  1.100000E-002
 657678           NULL
 657698  2.500000E-002
 657699  6.000000E-003
 657701  1.700000E-001
 657703           NULL
 657737  1.100000E-002
 657740  4.000000E-003
 657765  3.600000E-002
 657782  2.000000E-003
 657800  2.000000E-003
 657802  1.100000E-001
 657910  8.000000E-003
 657934  4.500000E-002
 657953  7.000000E-003
 657976  3.600000E-002
 657977  9.000000E-003
 657978  1.500000E-002
 658016  1.140000E-001
 658019  2.000000E-003
 658065           NULL
 658106  1.380000E-001
 658111  1.470000E-001
 658113  9.000000E-003
 658119  1.670000E-001
 658134  5.800000E-002
 658160  2.560000E-001
 658161  4.800000E-002
 658169           NULL
 658199  3.400000E-001
 658216  1.000000E-001
 658217  3.000000E-003
 658242  4.800000E-002
 658250  5.200000E-002
 658271           NULL
 658325  6.000000E-003
 658371  1.940000E-001
 658411  7.000000E-003
 658453  1.000000E-003
 658468  1.200000E-002
 658556  1.200000E-002
 658561  5.300000E-002
 658565  3.000000E-002
 658566  9.600000E-002
 658583  2.300000E-002
 658620  5.000000E-003
 658629  2.000000E-002
 658635  8.000000E-003
 658689  1.400000E-002
 658690           NULL
 658712  1.000000E-003
 658713  6.000000E-003
 658785  2.500000E-002
 658814  1.400000E-001
 658827  1.000000E-001
 658851  1.300000E-002
 658878  7.700000E-002
 658933           NULL
 658956  3.000000E-003
 658990  1.000000E-003
 658993  1.200000E-002
 659088  1.070000E-001
 659094  3.000000E-003
 659106  5.800000E-002
 659116  8.300000E-002
 659128  1.600000E-002
 659137  5.000000E-003
 659337           NULL
 659343  3.600000E-002
 659396           NULL
 659404  2.910000E-001
 659416  1.400000E-002
 659427  1.550000E-001
 659440  7.900000E-002
 659459  6.000000E-002
 659510  2.500000E-002
 659596           NULL
 659625  2.700000E-002
 659634  4.700000E-002
 659645  1.000000E-003
 659714  9.300000E-002
 659726           NULL
 659751           NULL
 659754  3.000000E-002
 659805  5.660000E-001
 659813  9.000000E-003
 659829  9.000000E-003
 659855  3.500000E-002
 659863  1.000000E-003
 659865  4.000000E-003
 659909  3.000000E-002
 659917  8.100000E-002
 659922  2.300000E-002
 659927  2.900000E-002
 659932  6.500000E-002
 659941  4.700000E-002
 659956  6.300000E-002
 659958  1.200000E-002
 659978  1.700000E-002
 659986  7.300000E-002
 660016  4.000000E-003
 660035  6.500000E-002
 660067  1.600000E-002
 660102  3.200000E-002
 660132  9.900000E-002
 660148  6.500000E-002
 660152  1.500000E-002
 660169           NULL
 660181  2.200000E-002
 660188  3.580000E-001
 660213  1.600000E-002
 660268  4.700000E-002
 660310  1.020000E-001
 660406  6.000000E-003
 660464  5.400000E-002
 660468  4.700000E-002
 660514  4.000000E-003
 660564  7.000000E-003
 660588  3.500000E-002
 660602  6.100000E-002
 660630  1.400000E-002
 660650  4.800000E-002
 660683  2.900000E-002
 660698           NULL
 660730  4.600000E-002
 660779  5.300000E-002
 660800  2.090000E-001
 660805  7.000000E-003
 660902  9.510000E-001
 660915  3.000000E-003
 660936  1.000000E-002
 660938  3.600000E-002
 660969  2.700000E-002
 660970  1.000000E-003
 660972  1.020000E-001
 660994  4.000000E-003
 661001  2.100000E-002
 661010           NULL
 661030           NULL
 661058  3.000000E-003
 661110  2.300000E-002
 661122  3.700000E-002
 661133  1.200000E-002
 661136  3.800000E-002
 661138  2.730000E-001
 661220  1.400000E-002
 661235  8.400000E-002
 661259  2.600000E-002
 661281  4.500000E-002
 661289  3.780000E-001
 661331           NULL
 661348  2.100000E-002
 661353  3.730000E-001
 661359  2.000000E-003
 661362  1.190000E-001
 661400  2.600000E-002
 661430  7.000000E-003
 661442           NULL
 661453  6.200000E-002
 661485  5.400000E-002
 661542           NULL
 661552  3.670000E-001
 661557  2.700000E-002
 661583  1.200000E-002
 661584  2.200000E-002
 661600  1.130000E-001
 661603  1.720000E-001
 661679  6.530000E-001
 661682           NULL
 661700  1.700000E-002
 661714  1.310000E-001
 661734  2.000000E-002
 661755  8.000000E-003
 661774  5.000000E-003
 661819           NULL
 661826  1.100000E-002
 661880           NULL
 661895  1.500000E-002
 661912  4.900000E-002
 661918  1.000000E-003
 661936  5.000000E-003
 662048  1.050000E-001
 662068  3.200000E-002
 662081  4.000000E-003
 662083  4.400000E-002
 662096  7.000000E-003
 662104  6.000000E-003
 662113  1.750000E-001
 662154  1.610000E-001
 662169  1.000000E-003
 662267  7.000000E-003
 662275  6.000000E-003
 662293  1.420000E-001
 662294  3.680000E-001
 662305  9.000000E-003
 662328  1.600000E-002
 662339  1.300000E-002
 662355           NULL
 662400  1.240000E-001
 662480  1.000000E-003
 662536  5.000000E-003
 662537  6.300000E-002
 662539  6.000000E-003
 662567  5.400000E-002
 662607  8.000000E-003
 662614           NULL
 662638  5.000000E-003
 662652  5.200000E-002
 662715           NULL
 662789  3.370000E-001
 662821  3.800000E-002
 662914           NULL
 662919  7.000000E-003
 662940  5.800000E-002
 662957  2.500000E-002
 663004  1.440000E-001
 663042  3.190000E-001
 663071  5.000000E-003
 663075  5.580000E-001
 663079  1.700000E-002
 663083  1.200000E-002
 663087  4.700000E-002
 663103           NULL
 663133  8.000000E-003
 663168           NULL
 663266  1.600000E-002
 663268  2.000000E-002
 663275  2.300000E-002
 663295  2.300000E-002
 663316           NULL
 663340  4.500000E-002
 663347  1.970000E-001
 663348  4.000000E-003
 663356  1.660000E-001
 663414  1.100000E-002
 663460           NULL
 663513  1.300000E-002
 663523  1.010000E-001
 663533  1.500000E-001
 663538           NULL
 663539  5.200000E-002
 663565           NULL
 663593  7.800000E-002
 663627  5.700000E-002
 663718  4.200000E-002
 663719  5.010000E-001
 663725  4.000000E-003
 663735           NULL
 663757           NULL
 663764  1.900000E-002
 663785  1.700000E-002
 663799  1.000000E-003
 663896  1.290000E-001
 663900           NULL
 663911  4.300000E-002
 663915  1.000000E-003
 663937  7.000000E-003
 663987  7.000000E-002
 664061  6.700000E-002
 664099  8.100000E-002
 664105  6.000000E-003
 664172  1.600000E-002
 664178  3.000000E-002
 664188  3.000000E-003
 664198  7.000000E-003
 664249  3.400000E-002
 664276  5.300000E-002
 664292  1.470000E-001
 664315  3.170000E-001
 664319  2.600000E-002
 664361           NULL
 664376  1.500000E-002
 664384  4.800000E-002
 664407  5.440000E-001
 664418           NULL
 664434  4.400000E-002
 664438  3.100000E-002
 664482  8.900000E-002
 664488  2.000000E-003
 664542  7.000000E-003
 664568  5.500000E-002
 664575  5.000000E-003
 664652  1.100000E-002
 664661  9.000000E-003
 664674  1.160000E-001
 664683  2.000000E-003
 664733  3.900000E-002
 664769  5.600000E-002
 664784  8.400000E-002
 664842  3.660000E-001
 664858  1.200000E-002
 664878  6.100000E-002
 664903  3.000000E-003
 664909  1.720000E-001
 664925  1.030000E-001
 664989  1.020000E-001
 665003           NULL
 665004  1.000000E-002
 665050  7.000000E-002
 665094  3.100000E-002
 665137  1.500000E-002
 665175  2.300000E-002
 665196  4.700000E-002
 665206  1.600000E-002
 665223  1.000000E-003
 665267  4.190000E-001
 665284  8.000000E-002
 665286           NULL
 665298  1.160000E-001
 665301  1.090000E-001
 665319  9.740000E-001
 665320  2.000000E-002
 665325  1.180000E-001
 665338  1.000000E-002
 665362  1.670000E-001
 665381  1.000000E-002
 665393  4.200000E-002
 665457           NULL
 665471  3.600000E-002
 665479           NULL
 665496  3.440000E-001
 665518  2.000000E-002
 665525  4.800000E-002
 665531  4.800000E-002
 665547  4.400000E-002
 665550  8.500000E-002
 665585  7.500000E-002
 665596  1.100000E-002
 665603           NULL
 665618  1.000000E-003
 665624           NULL
 665652  1.500000E-002
 665716           NULL
 665745  1.620000E-001
 665750  4.000000E-003
 665751  8.000000E-003
 665754           NULL
 665760  5.000000E-003
 665796  5.800000E-002
 665829  1.300000E-002
 665846  6.930000E-001
 665847  4.000000E-003
 665852  6.000000E-003
 665893  7.000000E-003
 665925  9.000000E-003
 665939  1.800000E-002
 665976  1.250000E-001
 666028  2.600000E-002
 666110  5.500000E-001
 666121  7.000000E-003
 666128           NULL
 666201  8.000000E-003
 666208           NULL
 666210  9.700000E-002
 666243  6.500000E-002
 666257  1.200000E-002
 666300  1.200000E-002
 666311           NULL
 666350  6.200000E-002
 666357  2.500000E-002
 666358  4.000000E-002
 666360  4.500000E-002
 666428  1.300000E-002
 666430  2.500000E-002
 666474  1.900000E-002
 666477  2.000000E-003
 666505  6.500000E-002
 666509  4.500000E-002
 666514  4.000000E-003
 666562  3.000000E-003
 666609  2.240000E-001
 666686  2.120000E-001
 666743  9.600000E-002
 666778  8.300000E-002
 666792  4.100000E-002
 666814  4.800000E-002
 666817  1.550000E-001
 666869           NULL
 666872           NULL
 666873           NULL
 666882  4.000000E-003
 666892  7.000000E-003
 666893  1.500000E-002
 666912  1.900000E-002
 666946  1.820000E-001
 666947  6.700000E-002
 666957  1.200000E-002
 666976  4.090000E-001
 667008  1.030000E-001
 667021  1.200000E-002
 667048           NULL
 667051  1.000000E-002
 667095  1.890000E-001
 667102  9.000000E-003
 667108  9.000000E-003
 667146  7.800000E-002
 667152  5.400000E-002
 667155  6.100000E-002
 667313           NULL
 667327  1.900000E-002
 667338  1.600000E-002
 667343  2.900000E-002
 667345  4.200000E-002
 667387  7.000000E-003
 667434           NULL
 667537  6.160000E-001
 667591  2.000000E-003
 667605  1.670000E-001
 667632  1.930000E-001
 667642  3.000000E-002
 667662  2.600000E-002
 667679  2.000000E-002
 667698  2.000000E-003
 667704  2.700000E-002
 667752  3.700000E-002
 667800  2.000000E-002
 667816           NULL
 667822  3.800000E-002
 667828  1.000000E-003
 667844           NULL
 667860  7.000000E-003
 667895  1.460000E-001
 667898  5.760000E-001
 667913  6.000000E-002
 667938           NULL
 667947  4.000000E-002
 667991  7.000000E-002
 668017  1.500000E-002
 668065  4.800000E-002
 668066  5.000000E-002
 668153  8.500000E-002
 668161  1.350000E-001
 668211  7.400000E-002
 668232  1.500000E-002
 668235  2.490000E-001
 668237  1.570000E-001
 668248  2.600000E-002
 668272  3.000000E-003
 668273  8.400000E-002
 668277           NULL
 668295  2.000000E-003
 668341           NULL
 668413  7.000000E-003
 668428  1.330000E-001
 668449  7.200000E-002
 668463  1.510000E-001
 668488  5.300000E-002
 668494  3.700000E-002
 668503  1.850000E-001
 668515  6.530000E-001
 668538  2.410000E-001
 668552  8.000000E-003
 668611           NULL
 668653           NULL
 668729  5.200000E-002
 668738  1.600000E-002
 668763  5.900000E-002
 668769  5.000000E-002
 668830  1.500000E-002
 668867  2.100000E-002
 668872  1.200000E-002
 668907  6.700000E-002
 668933  3.000000E-003
 668948  2.100000E-002
 668969  1.400000E-002
 669034  3.100000E-002
 669038  1.800000E-002
 669065  6.400000E-002
 669093           NULL
 669097  5.600000E-002
 669135  1.000000E-002
 669147  3.000000E-003
 669191  1.400000E-002
 669201  1.510000E-001
 669204  9.000000E-003
 669217  1.800000E-002
 669230  9.000000E-003
 669251  3.200000E-002
 669305  1.190000E-001
 669314  4.500000E-002
 669337  8.300000E-002
 669348           NULL
 669459  3.000000E-003
 669481  2.500000E-002
 669494  1.900000E-002
 669495  2.900000E-002
 669533  1.350000E-001
 669546  1.660000E-001
 669553           NULL
 669577  7.000000E-003
 669589  4.000000E-003
 669606  2.000000E-003
 669658  5.000000E-003
 669694  2.200000E-002
 669714  1.800000E-002
 669751           NULL
 669814  6.000000E-003
 669817  4.200000E-002
 669824  1.110000E-001
 669910  1.600000E-002
 669967  5.930000E-001
 670024  8.460000E-001
 670074  6.000000E-003
 670077  2.400000E-002
 670089  2.200000E-002
 670099  5.000000E-002
 670120  3.900000E-002
 670126           NULL
 670137  4.360000E-001
 670170  4.900000E-002
 670177           NULL
 670206  1.200000E-002
 670259  3.600000E-002
 670260  4.300000E-002
 670310  8.860000E-001
 670333  9.500000E-002
 670345  1.420000E-001
 670353  4.900000E-002
 670392  7.220000E-001
 670393  5.800000E-002
 670409  4.000000E-002
 670417  5.200000E-002
 670485  1.000000E-002
 670486  6.900000E-002
 670500           NULL
 670534  1.160000E-001
 670548  8.000000E-003
 670591  3.300000E-002
 670685  4.000000E-002
 670704  4.000000E-002
 670719  8.000000E-003
 670725           NULL
 670741           NULL
 670749           NULL
 670799  8.600000E-002
 670884  1.500000E-002
 670897  5.020000E-001
 670898  9.000000E-003
 670923  8.000000E-003
 670935  3.260000E-001
 670950  7.100000E-002
 670967  7.500000E-002
 670969  5.000000E-003
 670999  2.000000E-003
 671001  7.000000E-003
 671021  2.100000E-002
 671025  1.140000E-001
